사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2022-10,경원선,1911,덕정,4,0,"3,928","1,993","8,527","7,074","18,189","10,423","19,446","19,645","11,994","11,667","10,054","7,071","10,935","7,338","11,444","8,616","11,745","7,949","11,048","6,576","11,769","9,367","14,495","9,933","16,318","14,283","14,187","15,224","5,766","14,720","4,266","9,382","3,589","8,206","2,370","7,051","1,388","5,274",207,"1,458",0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,경원선,1912,지행,117,2,"5,468","1,096","11,129","2,791","23,687","6,074","23,950","13,238","16,829","8,167","13,548","6,209","13,052","7,610","11,692","8,228","11,756","10,723","10,945","9,687","10,244","13,223","10,833","14,558","11,590","20,606","12,938","20,902","7,273","20,301","6,006","15,130","4,928","11,413","3,795","9,666","2,087","8,071",168,"2,793",0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,경원선,1913,동두천중앙,65,2,"2,936",811,"5,521","2,424","8,862","4,228","9,330","9,949","7,272","4,816","6,534","4,327","6,292","5,319","6,441","4,467","6,420","5,360","5,638","5,022","5,968","6,224","6,005","5,976","6,607","7,395","6,875","7,220","3,013","6,570","2,113","5,013","1,404","3,658",892,"3,158",352,"2,819",19,818,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,경원선,1914,보산,52,0,"1,952",487,"2,133","1,117","4,513","2,926","4,480","2,964","3,799","1,965","3,195","1,810","3,121","1,993","3,071","1,991","2,939","2,414","3,022","2,698","3,297","3,243","3,975","3,501","4,623","4,360","3,262","4,371","2,184","4,283","1,863","3,472","1,697","2,247",451,"2,006",180,"1,592",14,591,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,경원선,1915,동두천,41,1,"1,217",801,"2,975","4,091","5,772","7,645","6,360","7,392","5,031","7,396","4,828","5,932","4,462","4,738","3,956","3,362","4,875","4,543","5,077","3,669","6,627","4,394","5,940","4,327","5,774","4,735","5,927","6,009","2,518","4,514","1,692","4,029",739,"2,771",826,"2,661",395,"1,823",2,602,0,1,0,0,0,0,2022-11-03 10:23:13
2022-10,경원선,1916,소요산,141,0,729,614,"1,208","1,489","3,566","2,855","5,334","4,272","5,936","7,169","4,240","14,854","5,303","20,532","7,725","20,598","12,574","13,299","20,164","8,520","24,422","6,453","21,555","4,504","13,566","4,301","6,478","2,970","2,479","2,813","1,267","1,786",645,"1,252",254,814,115,980,6,661,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,안산선,1751,산본,452,7,"9,098","1,682","22,013","6,383","55,895","14,612","52,545","29,691","28,555","22,585","25,106","20,620","24,336","21,283","26,580","24,407","25,040","27,065","24,705","26,291","26,534","28,581","29,423","35,820","28,810","44,114","30,927","64,094","19,763","54,553","16,885","31,042","16,522","24,989","12,710","21,068","5,136","13,642",460,"4,898",0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,안산선,1752,대야미,17,0,"2,778","1,079","7,852","3,200","19,011","5,187","20,230","8,855","11,321","5,382","8,822","5,310","8,065","5,387","8,151","5,474","8,062","5,665","7,815","6,194","8,308","7,972","8,867","9,680","9,220","11,161","10,264","15,745","5,457","12,569","3,801","8,880","2,763","7,296","1,757","7,357",920,"4,210",93,"1,095",0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,안산선,1753,반월,42,1,"3,563",952,"7,599","2,622","17,127","4,169","15,955","8,061","10,375","4,260","8,583","3,885","7,673","4,400","7,264","4,790","6,547","5,425","5,911","6,231","5,640","7,427","7,131","9,134","8,507","10,862","8,098","15,245","3,972","11,645","2,846","8,668","2,018","7,169","1,430","6,800",552,"3,996",147,945,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,안산선,1754,상록수,436,16,"14,925","2,860","32,493","8,351","66,585","13,282","63,986","22,513","37,366","19,567","28,629","15,853","25,994","14,492","26,926","15,482","24,751","18,764","21,245","19,713","22,360","23,013","25,862","31,007","27,269","44,217","24,192","64,081","15,236","56,771","12,014","36,166","9,435","32,059","6,765","27,743","2,643","19,656",419,"5,406",0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,안산선,1755,한대앞,132,1,"7,861","1,147","17,311","4,184","32,020","8,593","27,188","24,147","19,114","16,928","16,001","16,081","15,596","10,435","17,226","13,756","15,994","13,037","15,049","13,556","15,971","14,463","20,347","18,932","22,204","26,122","19,423","34,159","10,927","26,877","9,539","17,839","8,789","15,073","7,069","14,270","3,029","9,905",233,"2,798",0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,안산선,1756,중앙,246,8,"9,948","1,640","29,410","11,747","57,313","17,101","50,116","37,292","31,037","31,661","25,843","21,659","27,801","22,467","32,040","27,328","29,107","30,541","27,500","29,554","30,234","30,855","35,835","39,311","39,120","49,991","39,877","70,581","26,433","57,765","25,467","36,030","23,979","30,726","20,778","24,855","8,375","19,371",873,"5,921",2,2,0,0,0,0,2022-11-03 10:23:13
2022-10,안산선,1757,고잔,250,8,"5,355","1,057","16,075","4,708","32,354","13,201","24,756","27,724","17,151","15,696","14,036","11,957","14,896","12,015","14,135","12,225","13,819","13,861","13,849","12,959","16,199","12,750","18,124","14,135","23,624","19,509","23,418","26,598","9,372","21,460","7,669","13,310","7,037","12,428","5,204","10,584","2,564","9,150",191,"3,206",0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,안산선,1758,초지,231,2,"3,715",527,"10,680","4,011","22,889","9,521","18,201","12,084","10,712","7,737","8,104","5,842","7,809","4,758","7,882","5,430","7,078","6,782","6,117","6,022","6,919","6,914","8,240","8,812","10,558","12,294","10,956","17,637","5,450","15,653","3,995","10,074","3,252","9,176","1,905","7,872",746,"5,959",54,"2,253",0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,안산선,1759,안산,"1,376",9,"10,815","1,469","12,900","16,779","22,034","38,129","24,325","31,996","20,588","15,763","17,329","13,357","17,111","15,320","18,127","15,229","18,505","15,731","19,417","16,548","20,299","17,264","24,764","20,020","41,907","26,447","46,213","27,550","21,399","22,383","17,759","17,033","10,576","14,204","4,646","10,757","1,461","7,114",104,"2,986",0,1,0,0,0,0,2022-11-03 10:23:13
2022-10,안산선,1760,신길온천,16,0,"2,259",144,"3,781","1,791","8,154","3,439","6,654","2,971","4,083","1,680","3,560","1,529","3,113","1,906","3,128","1,945","2,771","1,976","2,356","2,406","2,510","2,825","3,304","3,634","4,230","5,113","4,231","6,463","2,022","5,029","1,393","3,424",883,"3,056",507,"2,758",207,"1,994",34,562,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,안산선,1761,정왕,185,4,"7,425",863,"10,498","12,301","19,971","24,049","18,276","32,086","13,315","27,773","12,259","17,296","13,318","13,894","14,558","12,904","15,069","13,847","14,176","13,317","17,426","13,526","24,614","14,063","32,470","19,567","34,099","23,467","16,691","17,619","12,658","14,253","9,479","11,823","6,190","10,153","2,181","7,075",159,"2,402",0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,안산선,1762,오이도,204,2,"6,747",450,"15,285","7,505","33,277","13,119","27,605","14,591","17,715","8,786","14,010","9,586","13,051","12,660","13,589","13,208","12,886","12,621","12,129","13,310","13,906","15,375","17,160","17,812","21,564","22,803","19,928","29,194","11,118","22,910","8,941","16,638","7,941","13,599","4,890","12,577","1,498","8,843",18,"4,001",0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,안산선,1763,수리산,10,1,"3,422",463,"8,696","1,829","18,161","4,628","17,630","7,422","10,535","4,679","7,983","4,992","7,457","4,097","6,857","3,802","6,358","3,985","5,285","4,451","5,682","5,229","5,497","6,572","5,758","8,142","5,357","12,482","2,857","10,013","1,920","6,913","1,502","5,562","1,008","5,117",437,"3,240",59,897,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,과천선,1450,선바위,6,0,"1,158","1,090","6,166","9,760","17,162","18,684","19,425","25,629","16,199","15,657","12,291","8,585","10,739","8,795","11,726","9,658","12,158","9,226","12,216","8,640","12,535","9,548","17,333","11,759","25,075","13,505","30,915","16,979","14,358","13,213","9,266","9,180","7,375","8,475","3,960","7,879","1,261","4,444",82,730,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,과천선,1451,경마공원,1,0,406,504,863,"2,762","1,934","4,465","2,562","12,955","2,351","33,399","2,363","51,521","3,129","25,596","3,898","21,851","5,841","18,282","9,506","12,272","13,097","7,286","23,923","4,405","39,285","2,585","79,341","2,536","11,645","1,856","2,478","1,202","1,078","1,093",344,793,126,544,21,103,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,과천선,1452,대공원,8,0,98,415,274,"3,943",943,"7,546","1,335","35,385","1,878","48,643","2,615","35,926","6,843","24,255","12,223","18,352","14,898","18,722","21,048","15,679","41,303","10,416","42,533","6,138","31,799","3,086","21,613","2,225","9,074","1,169","8,470",730,"7,902",665,"5,044",431,233,271,21,60,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,과천선,1453,과천,4,0,"2,874",364,"9,801","2,342","27,370","5,237","24,191","9,595","17,023","6,668","13,026","5,807","11,840","5,666","11,847","6,694","11,548","7,117","10,334","8,567","10,386","9,735","11,302","12,247","10,540","15,441","9,147","22,530","4,585","18,897","3,170","12,025","2,429","12,323","1,884","11,858",714,"6,926",74,"1,295",1,1,0,0,0,0,2022-11-03 10:23:13
2022-10,과천선,1454,정부과천청사,17,1,"2,245",992,"7,861","13,067","21,459","21,488","18,353","64,701","14,622","18,079","12,865","11,397","13,034","10,552","13,920","11,456","14,671","12,684","15,207","12,164","16,483","12,503","23,505","14,565","32,248","19,042","49,661","24,003","13,784","18,665","11,621","11,077","10,077","10,279","5,731","8,707","2,259","5,402",111,"1,209",0,1,0,0,0,0,2022-11-03 10:23:13
2022-10,과천선,1455,인덕원,86,3,"8,215","3,950","27,617","17,095","78,347","36,741","69,701","97,523","47,260","40,285","38,666","23,398","33,401","23,104","36,088","23,604","35,431","27,073","31,128","27,522","33,531","33,005","43,479","40,962","57,987","55,703","78,605","82,782","32,372","68,778","24,476","38,540","23,603","37,421","15,936","34,931","5,617","20,981",482,"5,491",0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,과천선,1456,평촌,46,3,"4,486","2,766","20,053","9,605","57,969","30,610","44,260","81,721","26,553","30,210","22,277","17,256","20,737","14,657","21,922","15,220","20,245","20,270","19,559","17,670","22,585","19,190","26,656","24,655","43,217","31,621","59,665","45,950","23,502","41,759","17,858","22,233","16,847","19,879","13,167","17,708","4,560","10,730",387,"3,399",0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,과천선,1457,범계,111,3,"8,764","3,546","34,657","11,859","93,042","24,099","72,824","61,057","45,387","40,942","37,935","31,322","36,481","31,106","39,877","34,387","38,326","38,555","37,169","38,111","40,289","43,344","46,489","56,152","52,459","69,114","59,530","98,815","36,978","77,109","38,635","40,147","29,868","36,933","25,350","31,684","9,486","18,841",703,"4,922",0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,분당선,1023,선릉,47,0,"1,299","1,303","2,351","10,551","4,877","41,684","7,275","129,053","6,412","88,992","7,864","40,349","9,875","25,353","12,263","21,980","13,793","23,502","14,533","18,934","18,518","16,103","26,285","17,856","45,954","21,187","74,323","24,529","32,732","14,291","20,618","7,367","19,383","6,119","16,604","5,530","5,073","3,381",239,737,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,분당선,1024,한티,53,4,"2,390","1,332","7,297","9,020","22,465","27,984","27,440","50,063","19,053","42,177","16,001","25,993","17,629","21,135","22,979","24,874","23,476","31,904","20,688","22,925","24,926","23,957","29,978","29,922","44,354","39,939","44,872","39,332","26,862","25,089","31,706","14,446","27,160","13,167","31,087","11,975","4,543","6,586",159,516,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,분당선,1025,도곡,50,2,"1,706","1,402","4,476","7,875","10,240","15,182","15,431","24,019","11,876","17,926","10,225","9,610","10,742","9,520","11,489","9,603","12,082","10,087","12,740","9,991","15,161","10,476","18,664","11,540","21,594","13,067","21,389","15,768","11,068","12,248","8,287","8,009","6,735","7,225","5,145","6,618","1,138","4,101",48,381,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,분당선,1026,구룡,1,0,497,"1,214","1,475","8,207","3,740","8,714","5,751","5,716","5,179","2,506","4,428","2,577","3,581","2,031","3,727","2,173","3,092","2,364","3,127","2,482","4,730","2,761","9,889","3,130","7,835","3,547","4,363","4,514","2,311","3,576","1,311","2,324","1,713","2,097",706,"2,180",231,"1,602",16,68,1,0,0,0,0,0,2022-11-03 10:23:13
2022-10,분당선,1027,개포동,10,0,996,"1,007","3,225","7,885","9,113","6,115","10,535","9,279","7,248","7,327","5,900","5,923","5,458","4,518","6,399","5,357","6,330","5,910","6,291","5,540","6,931","6,213","11,073","6,883","10,144","8,845","8,066","10,816","4,969","8,667","3,809","5,220","3,915","4,870","4,160","4,725","1,757","3,047",73,145,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,분당선,1028,대모산입구,23,0,"2,151",862,"4,916","4,675","15,703","5,769","17,847","9,798","11,602","5,678","8,120","4,328","7,685","4,426","8,044","4,870","7,156","5,691","6,385","5,800","6,948","7,281","9,506","8,461","9,674","10,029","8,875","12,853","4,301","10,983","2,617","6,966","2,119","6,538","1,522","6,430",574,"3,981",12,319,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,분당선,1030,수서,33,2,"3,360","4,629","6,621","15,467","24,284","27,090","38,286","44,214","25,193","27,399","26,202","19,602","20,141","15,769","23,782","21,300","22,628","19,801","16,291","18,893","24,855","22,325","29,906","26,495","36,066","32,193","41,198","41,671","19,086","29,820","20,185","20,173","13,232","17,582","15,395","15,519","7,405","6,296",50,"1,080",0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,분당선,1031,복정,0,0,0,0,0,0,1,0,1,0,0,0,5,0,1,0,0,0,0,0,1,0,1,0,1,0,3,0,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,분당선,1846,수원,536,4,"5,262",879,"9,424","4,208","24,022","9,351","25,019","14,516","13,313","12,369","9,469","9,954","9,798","11,189","10,798","12,116","11,165","13,258","10,959","12,198","13,473","12,263","16,586","15,126","18,266","22,854","20,669","26,085","15,456","19,156","15,302","10,247","12,646","8,338","11,973","6,147","4,743","4,084",119,795,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,분당선,1847,서울숲,84,0,"2,400",608,"5,107","5,479","12,662","21,616","20,658","41,743","14,980","36,123","9,002","26,175","10,558","24,192","12,883","24,571","15,117","28,139","18,758","26,591","25,983","25,854","32,403","24,353","45,888","24,255","55,246","28,308","30,669","17,625","21,553","9,317","20,360","7,759","11,873","7,308","3,524","4,006",82,996,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,분당선,1848,압구정로데오,243,7,"2,717",971,"4,145","11,362","5,557","24,303","8,433","71,572","7,827","101,327","9,219","57,428","14,029","42,859","18,821","37,456","22,382","38,594","27,800","34,805","36,535","32,275","46,890","36,252","62,381","43,901","88,425","50,859","65,687","28,839","55,024","13,280","41,198","8,691","32,542","7,052","13,558","4,422",625,826,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,분당선,1849,강남구청,19,0,"1,463",593,"2,658","4,855","6,968","14,389","11,010","52,623","8,494","42,152","8,252","20,111","9,688","14,755","10,587","14,864","12,084","16,262","13,328","14,312","15,294","14,247","17,754","14,917","27,347","17,702","47,618","21,196","24,340","12,654","14,345","7,055","12,588","5,840","9,269","5,564","3,257","3,417",118,709,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,분당선,1850,선정릉,3,0,956,975,"2,109","5,395","4,408","11,687","6,800","48,008","6,220","38,380","5,679","15,635","6,677","10,384","8,616","8,466","9,210","8,745","10,072","8,167","10,975","7,408","13,230","8,196","24,250","9,355","41,683","9,852","20,854","6,402","10,687","3,853","8,847","3,611","6,350","3,261","2,208","2,206",110,447,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,분당선,1851,가천대,39,3,"5,115",740,"7,561","3,865","17,980","7,097","26,104","36,127","16,223","35,167","13,633","27,377","15,049","13,297","19,658","24,209","16,560","17,300","22,312","15,333","25,407","13,709","32,009","14,272","34,260","18,240","20,106","24,550","12,520","20,556","9,160","15,111","8,161","16,237","7,589","16,239","4,114","11,171",153,"1,180",0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,분당선,1852,태평,261,9,"15,441","1,476","20,409","5,756","41,777","8,164","62,265","16,860","42,956","12,778","25,040","11,875","20,639","13,355","21,537","14,778","20,555","16,026","18,559","17,877","18,003","24,515","18,802","28,764","20,925","35,957","18,648","46,920","11,295","34,872","8,301","25,337","6,363","27,020","4,644","22,076","1,779","12,149",76,"1,248",0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,분당선,1853,모란,342,10,"15,859","3,088","21,664","11,520","51,971","24,277","67,010","36,315","49,159","30,602","34,384","27,757","32,237","30,798","36,003","32,678","35,273","34,315","33,726","33,716","34,895","40,119","40,087","43,982","42,232","48,549","41,537","64,548","23,717","47,679","17,635","34,456","14,951","31,250","12,605","27,155","6,203","17,179",330,"1,573",0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,분당선,1854,야탑,126,2,"7,435","3,155","19,226","16,133","53,188","39,323","62,662","94,270","44,842","54,646","36,856","38,723","38,264","33,875","40,429","39,168","39,233","42,221","38,870","38,512","44,600","43,944","51,011","47,003","66,035","58,776","84,429","72,740","40,749","56,281","31,806","35,842","27,581","27,894","19,048","28,486","7,392","16,453",313,"2,319",0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,분당선,1855,서현,327,7,"5,049","3,291","13,280","12,093","34,434","37,632","41,969","80,866","31,830","69,057","28,232","42,906","30,852","36,234","34,391","38,708","35,390","39,852","39,237","40,913","44,787","37,767","49,801","44,745","67,573","52,075","86,741","62,729","48,129","46,256","46,687","27,726","37,513","22,130","27,859","19,346","10,959","11,019",529,"1,762",0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,분당선,1856,수내,130,1,"2,633","2,108","7,477","9,984","18,358","18,022","24,462","56,195","17,408","41,094","14,276","22,913","15,605","17,850","18,871","18,970","19,411","19,141","21,851","19,099","24,026","18,403","27,750","20,385","37,836","24,985","48,564","28,984","26,942","21,078","24,505","13,222","17,236","10,996","13,357","10,311","3,849","5,849",195,"1,080",0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,분당선,1857,정자,297,1,"3,489","1,120","10,690","12,121","28,472","37,923","34,500","78,602","25,760","45,595","19,820","23,911","20,613","19,679","21,444","19,474","21,917","22,498","22,423","20,068","25,859","22,094","29,747","27,851","53,621","40,360","62,991","50,159","31,980","38,021","26,821","23,722","28,766","20,029","25,019","18,618","10,426","11,479",963,"3,020",0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,분당선,1858,미금,642,3,"3,622",697,"11,577","10,732","26,528","20,222","32,370","43,889","24,289","34,268","23,036","22,583","25,074","22,167","25,394","23,881","25,751","25,717","26,148","25,755","30,696","25,531","31,056","29,730","35,999","34,515","38,166","41,898","20,439","32,476","17,002","21,718","17,327","18,716","13,004","16,572","4,465","9,842",226,"2,343",0,0,0,0,0,0,2022-11-03 10:23:13
