사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2022-10,6호선,2628,효창공원앞,25,1,"2,682",682,"5,637","3,772","16,699","7,957","26,332","24,857","15,454","15,358","10,911","12,350","10,715","9,640","11,316","9,201","12,059","9,389","10,522","9,364","11,632","9,496","14,358","11,991","17,092","14,630","23,006","21,128","10,144","14,199","7,232","8,907","7,363","8,323","5,504","7,748","2,528","5,308",408,"1,978",0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,6호선,2629,삼각지,74,0,"1,804",884,"3,083","5,771","8,587","14,596","13,260","27,761","10,319","13,110","7,940","8,949","10,032","8,298","11,340","8,880","12,877","9,835","12,966","8,934","15,189","9,867","19,632","10,162","26,087","12,242","31,494","15,098","14,955","9,737","13,564","6,919","11,951","6,720","9,756","7,273","5,287","4,590",712,"1,222",0,4,0,0,0,0,2022-11-03 10:23:13
2022-10,6호선,2630,녹사평(용산구청),366,9,"2,628",624,"2,505","3,928","5,508","9,345","7,894","17,202","6,411","9,286","5,280","8,172","5,652","8,399","6,552","9,408","7,429","10,794","8,055","10,321","9,742","11,475","13,956","12,983","15,804","15,784","20,982","18,237","13,774","12,747","13,737","7,816","16,383","6,442","14,892","5,348","9,827","3,590","1,001","1,085",0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,6호선,2631,이태원,573,4,"22,056","1,370","15,869","7,602","12,510","12,303","14,639","27,672","11,893","24,417","10,312","19,732","12,427","20,636","14,280","24,178","16,406","26,080","19,815","26,678","23,910","29,512","30,210","36,627","36,806","47,650","43,381","61,700","36,363","55,747","35,309","43,145","41,285","36,359","44,615","31,088","35,589","24,889","5,017","8,003",0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,6호선,2632,한강진,576,28,"1,908",846,"1,735","8,099","3,074","19,897","6,032","39,265","4,899","28,063","3,843","20,769","5,119","22,183","6,868","23,118","8,804","30,817","11,516","23,125","17,529","22,459","27,906","24,699","43,781","28,459","41,483","32,026","25,915","14,109","24,421","5,226","29,774","4,178","35,866","3,445","7,031","2,797",632,"2,190",0,209,0,0,0,0,2022-11-03 10:23:13
2022-10,6호선,2633,버티고개,39,0,885,344,"1,751","1,140","4,999","2,680","7,861","5,094","5,115","3,156","3,593","2,454","3,375","2,336","3,773","2,629","3,299","3,178","3,032","3,185","3,429","3,810","3,779","4,091","4,817","5,014","5,635","6,664","3,054","5,209","2,039","3,348","1,773","3,292","1,455","3,193",634,"2,069",128,507,0,39,0,0,0,0,2022-11-03 10:23:13
2022-10,6호선,2634,약수,10,4,"1,378",380,"2,020","2,377","4,631","5,840","7,157","15,916","5,613","8,093","4,475","5,182","4,745","4,680","5,516","4,848","5,578","5,438","5,345","4,810","6,013","5,536","6,973","5,907","8,675","7,434","12,370","8,829","6,567","5,737","5,038","3,433","5,132","3,073","4,059","3,110","1,866","2,058",369,575,0,1,0,0,0,0,2022-11-03 10:23:13
2022-10,6호선,2635,청구,11,0,"1,560",503,"2,691","2,563","7,040","6,676","9,913","21,565","6,387","10,792","4,819","4,558","4,618","4,041","4,552","4,154","5,074","4,693","4,828","4,173","5,195","4,935","6,670","5,356","7,445","6,506","12,461","7,670","8,622","5,388","5,103","3,750","4,353","3,513","3,471","3,455","1,635","2,241",264,719,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,6호선,2636,신당,81,1,"5,886","1,175","5,111","7,155","7,003","14,657","11,210","37,314","9,739","22,292","8,408","13,443","9,832","11,224","13,912","11,401","11,874","13,640","11,933","9,711","13,470","9,001","19,602","10,674","22,188","13,889","25,947","20,155","15,600","18,064","13,435","9,577","15,770","7,833","16,390","7,900","5,602","9,273",969,"2,224",1,23,0,0,0,0,2022-11-03 10:23:13
2022-10,6호선,2637,동묘앞,128,1,"4,717",994,"5,210","4,195","9,723","8,440","14,229","23,135","11,523","19,301","10,999","16,622","13,149","17,106","17,487","17,186","17,526","18,401","19,802","17,512","21,849","16,215","23,987","15,826","24,778","15,579","22,976","17,274","12,266","12,598","8,846","8,760","6,946","9,141","5,621","8,541","2,856","8,454",389,"2,035",1,85,0,0,0,0,2022-11-03 10:23:13
2022-10,6호선,2638,창신,8,0,"2,513",367,"5,213","2,234","13,975","6,211","16,830","6,495","8,892","4,273","5,771","3,174","5,024","3,103","4,866","3,574","4,699","3,741","4,429","3,723","5,196","4,269","5,619","5,075","5,486","6,950","4,916","9,337","3,200","7,329","2,699","4,953","2,055","4,847","1,491","4,659",542,"3,126",96,815,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,6호선,2639,보문,37,0,"3,549","1,038","7,367","4,114","21,794","8,871","33,774","19,233","17,651","10,393","11,623","7,279","10,563","7,081","11,667","7,728","11,336","8,648","10,122","7,905","10,820","9,701","13,099","11,107","14,247","15,286","17,375","23,146","9,004","17,556","6,806","11,338","6,088","11,386","4,976","12,152","2,842","8,764",482,"2,611",0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,6호선,2640,안암(고대병원앞),42,2,"2,884","1,672","3,586","8,012","9,794","16,729","12,936","49,019","12,760","33,445","14,528","37,985","17,147","22,436","18,505","19,350","19,763","27,145","20,065","16,578","30,816","16,390","38,125","17,055","44,645","18,293","37,423","29,075","20,615","21,278","18,366","12,877","19,887","12,609","19,500","12,977","12,203","9,242","1,951","3,944",0,105,0,0,0,0,2022-11-03 10:23:13
2022-10,6호선,2641,고려대(종암),48,0,"3,885",872,"7,410","4,582","21,727","10,960","27,685","31,264","15,963","15,363","11,285","14,607","11,772","10,938","13,048","10,170","15,298","13,534","12,604","10,135","16,213","11,855","21,246","13,616","22,835","16,053","23,385","26,607","10,814","19,632","8,793","12,144","10,660","11,990","8,025","12,309","3,655","8,753",499,"2,373",0,38,0,0,0,0,2022-11-03 10:23:13
2022-10,6호선,2642,월곡(동덕여대),34,0,"6,897",787,"13,578","4,132","39,020","8,021","46,935","26,700","26,080","18,958","18,479","16,543","17,966","15,360","18,171","14,275","18,916","15,840","20,178","15,582","18,668","17,543","22,646","22,561","22,346","27,444","26,149","40,622","13,766","32,007","10,694","18,879","9,069","17,765","6,201","16,450","2,961","10,876",507,"2,897",0,1,0,0,0,0,2022-11-03 10:23:13
2022-10,6호선,2643,상월곡(한국과학기술연구원),12,2,"5,384",536,"9,075","1,968","24,367","3,579","28,301","13,646","15,088","8,875","10,511","9,627","9,841","7,800","9,819","6,854","9,941","7,604","9,347","7,764","8,556","8,767","10,502","10,743","10,400","13,598","9,953","18,912","6,259","16,835","3,585","10,091","4,656","10,064","2,596","9,020","1,311","6,537",145,"1,789",0,1,0,0,0,0,2022-11-03 10:23:13
2022-10,6호선,2644,돌곶이,13,1,"6,325","1,076","13,489","3,680","37,759","6,066","42,038","16,588","22,175","12,567","14,839","11,323","12,967","9,192","13,870","10,865","14,955","11,555","14,686","10,833","13,477","13,611","13,343","16,176","15,072","21,928","15,235","31,833","9,977","26,891","6,437","15,662","6,042","13,628","4,978","13,432","2,274","7,998",263,"2,551",0,0,0,2,0,0,2022-11-03 10:23:13
2022-10,6호선,2645,석계,"1,164",6,"8,660","1,988","19,311","5,347","47,387","8,423","53,229","15,834","30,491","12,513","21,961","11,228","19,182","13,554","19,232","14,245","18,547","15,840","16,942","16,395","16,167","20,660","17,486","26,656","17,394","34,091","15,970","51,454","11,336","43,191","8,131","24,421","7,080","22,630","6,348","20,582","3,554","13,765",723,"3,983",0,1,0,0,0,0,2022-11-03 10:23:13
2022-10,6호선,2646,태릉입구,4,0,"4,728","1,026","7,551","3,138","18,727","4,392","22,081","9,546","12,080","8,294","9,343","5,990","8,951","8,433","9,177","6,967","9,245","7,858","8,537","8,411","8,524","9,107","9,505","12,353","9,831","15,113","9,779","24,228","6,317","20,078","4,727","10,920","4,393","10,808","3,626","9,910","1,813","7,917",337,"3,482",0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,6호선,2647,화랑대(서울여대입구),14,0,"6,582",956,"20,325","3,170","58,286","7,690","54,938","18,523","27,471","14,007","19,519","9,167","18,065","9,947","17,811","9,067","19,067","10,854","16,145","10,436","16,581","13,243","20,089","15,706","19,998","22,292","16,236","34,638","8,641","31,543","5,626","18,399","4,937","17,253","3,604","15,350","1,389","10,794",147,"3,392",0,15,0,0,0,0,2022-11-03 10:23:13
2022-10,6호선,2648,봉화산(서울의료원),10,0,"5,222",971,"14,922","2,500","46,816","6,152","39,035","13,118","20,483","7,617","15,461","6,496","12,893","6,629","13,041","8,464","11,814","9,932","10,296","10,225","9,836","12,652","10,879","15,212","12,119","21,017","10,906","31,094","5,976","29,029","3,989","17,047","3,539","14,360","2,689","14,298","1,104","8,825",148,"2,966",0,162,0,0,0,0,2022-11-03 10:23:13
2022-10,6호선,2649,신내,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,3,0,2,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,7호선,2711,장암,5,0,"1,631",131,"6,366","1,347","15,420","1,342","9,703","1,923","4,355","2,399","2,435","2,280","2,049","2,403","2,357","2,173","2,632","1,670","2,975","1,388","3,562","1,445","4,007","1,475","3,985","1,909","3,203","3,052","1,999","2,891","1,172","1,680",841,838,440,877,168,595,18,249,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,7호선,2712,도봉산,78,0,"5,355","1,102","17,214","5,572","49,548","8,785","41,861","17,108","22,571","20,519","14,378","20,632","12,882","15,923","13,448","14,871","13,057","14,684","13,446","13,780","16,082","16,087","18,709","18,127","15,963","22,256","12,568","34,692","6,799","38,027","4,096","22,621","3,019","20,133","2,535","18,740",845,"12,104",113,"4,524",0,61,0,0,0,0,2022-11-03 10:23:13
2022-10,7호선,2713,수락산,45,1,"9,573",808,"20,975","5,483","47,713","8,403","48,534","17,736","30,690","17,868","21,574","17,603","19,267","16,496","20,423","17,205","21,476","15,654","21,059","15,843","20,891","19,526","21,540","24,051","20,708","29,312","19,606","41,427","11,923","42,885","8,488","24,523","6,684","20,738","4,475","19,129","2,104","12,114",233,"4,134",0,1,0,0,0,0,2022-11-03 10:23:13
2022-10,7호선,2714,마들,10,1,"10,213","1,194","25,096","3,109","62,437","7,869","62,639","11,249","32,457","10,092","22,984","9,663","20,619","11,153","21,741","12,522","19,074","14,031","16,264","15,559","16,451","19,346","15,903","23,765","14,095","29,140","12,410","45,487","7,413","45,053","5,385","25,986","3,706","22,278","3,085","20,947","1,278","13,803",152,"4,093",1,2,0,0,0,0,2022-11-03 10:23:13
2022-10,7호선,2715,노원,47,0,"7,425","2,278","14,764","7,408","37,786","17,754","41,432","42,941","29,341","42,375","28,254","31,970","31,279","31,548","34,421","34,066","33,848","37,994","35,630","37,525","39,466","39,453","42,121","42,447","43,329","47,637","45,202","59,744","29,678","50,122","28,880","25,590","22,432","19,899","22,377","17,977","7,299","12,016","1,033","3,885",0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,7호선,2716,중계,5,2,"9,642","2,198","23,043","4,929","60,029","15,367","63,704","26,216","35,619","14,299","24,729","11,616","22,301","11,882","24,736","14,158","20,934","15,935","17,392","15,937","20,516","18,438","21,604","22,918","21,454","30,639","17,668","43,526","10,285","44,577","7,696","25,607","8,214","22,504","5,937","21,237","2,121","13,174",317,"3,693",0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,7호선,2717,하계,21,1,"8,170","1,281","24,203","6,616","67,367","15,476","71,323","26,809","41,282","20,971","30,494","17,156","29,109","18,137","29,875","22,307","26,858","25,869","26,341","24,734","28,549","27,284","32,937","31,263","31,475","39,338","26,559","54,629","14,909","52,359","12,484","29,718","10,159","27,846","7,569","25,668","2,687","17,112",367,"4,836",0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,7호선,2718,공릉(서울과학기술대),18,0,"6,340",919,"14,275","4,238","36,309","11,417","40,982","25,198","24,291","18,880","18,663","13,858","18,416","12,224","19,163","15,268","18,785","16,764","18,110","15,720","18,941","18,435","23,826","22,272","23,154","28,007","23,984","39,807","13,409","34,962","10,553","20,376","10,431","18,466","8,816","17,343","4,441","11,604",756,"3,627",0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,7호선,2719,태릉입구,161,3,"7,431","1,283","8,859","4,868","21,997","8,549","27,058","20,042","18,618","14,894","14,196","10,610","13,212","13,258","14,203","11,138","14,941","11,718","14,878","12,087","16,322","12,813","18,353","15,298","20,368","18,371","20,467","25,031","12,130","21,507","8,927","14,347","8,034","12,909","6,676","12,157","2,838","7,354",408,"3,577",4,"1,038",0,0,0,0,2022-11-03 10:23:13
2022-10,7호선,2720,먹골,9,1,"7,913",775,"13,238","3,363","34,108","5,976","45,623","15,465","25,925","9,538","17,696","8,374","16,284","9,383","16,410","11,315","15,396","12,010","13,330","12,622","13,655","15,691","14,475","19,953","15,015","25,186","14,703","37,838","9,621","32,340","7,287","19,678","5,826","17,359","4,399","16,263","1,913","9,729",271,"2,779",0,85,0,0,0,0,2022-11-03 10:23:13
2022-10,7호선,2721,중화,31,0,"8,788","1,059","15,340","4,344","36,618","7,894","45,623","22,667","26,994","10,878","17,353","9,449","15,815","9,714","16,174","11,986","15,648","11,771","13,504","12,815","13,242","16,195","15,806","20,519","17,030","24,070","18,336","36,392","10,921","32,060","7,219","19,571","6,244","17,264","4,653","16,506","1,949","10,103",263,"3,079",0,56,0,0,0,0,2022-11-03 10:23:13
2022-10,7호선,2722,상봉(시외버스터미널),460,9,"11,441","1,579","19,839","9,014","51,802","13,311","73,273","28,242","37,533","19,283","23,874","15,304","21,382","16,577","23,470","18,066","23,318","20,245","21,969","19,916","22,395","22,880","27,319","29,305","29,368","39,119","32,169","61,642","23,252","52,689","17,179","30,467","15,422","25,518","12,229","25,578","5,903","16,141",944,"6,929",0,27,0,0,0,0,2022-11-03 10:23:13
2022-10,7호선,2723,면목,73,0,"13,386",892,"23,696","6,672","55,819","8,852","71,094","30,554","41,225","19,928","25,919","16,055","22,918","14,150","23,958","17,432","22,901","18,598","20,612","18,089","21,199","23,761","25,768","31,781","23,379","38,325","21,933","53,100","16,525","47,218","10,431","28,140","8,183","24,996","6,394","24,415","2,590","14,060",344,"4,348",0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,7호선,2724,사가정,35,0,"11,628","1,700","22,986","6,759","54,540","11,483","69,972","24,684","43,043","16,895","27,616","15,698","23,431","16,009","25,157","17,362","23,789","19,271","21,443","20,702","21,056","26,179","23,069","32,996","25,324","42,469","24,171","62,243","17,043","51,374","12,372","30,020","10,580","27,275","8,175","23,916","4,171","13,472",590,"4,332",0,2,0,0,0,0,2022-11-03 10:23:13
2022-10,7호선,2725,용마산(용마폭포공원),4,0,"5,060",635,"10,500","2,254","22,921","3,832","28,943","10,863","16,801","7,001","10,504","6,450","9,524","5,956","8,695","6,645","8,247","7,576","7,475","7,672","7,832","9,839","8,580","11,358","8,419","14,688","7,807","20,875","4,955","17,857","3,355","11,244","2,552","10,814","1,785","9,819",888,"5,897",132,"1,956",0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,7호선,2726,중곡,5,1,"6,416",842,"13,182","4,535","31,227","15,158","43,812","29,211","28,575","13,034","17,814","9,698","15,810","9,081","15,798","10,308","15,146","11,232","13,831","11,698","13,888","14,989","19,923","17,370","21,206","22,806","21,845","33,067","12,027","27,624","8,007","17,083","6,731","15,838","5,012","14,434","1,727","8,186",274,"2,422",0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,7호선,2727,군자(능동),51,0,"9,186","1,074","14,925","6,547","35,743","9,639","57,335","28,768","38,197","17,757","21,817","11,772","18,975","11,715","20,229","12,543","20,160","14,055","18,484","14,810","19,588","17,556","22,263","21,391","27,315","27,994","34,380","41,625","20,591","32,262","17,012","19,890","15,923","18,634","12,929","16,769","6,345","9,985","1,009","3,236",0,36,0,0,0,0,2022-11-03 10:23:13
2022-10,7호선,2728,어린이대공원(세종대),19,2,"3,687",870,"7,796","8,430","19,702","17,101","32,519","70,567","25,505","45,168","17,656","44,142","19,412","36,161","22,641","28,740","26,929","35,207","31,785","29,894","35,668","23,555","44,913","23,494","55,979","26,246","49,505","32,779","25,876","24,842","21,626","15,854","21,252","14,294","19,740","14,905","10,706","10,595","1,813","2,736",0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,7호선,2729,건대입구,68,3,"4,385",967,"5,084","7,460","11,823","17,730","18,520","37,989","16,158","29,646","13,943","26,036","15,509","22,056","17,761","22,994","19,949","25,182","22,897","24,020","26,635","23,063","30,971","24,279","37,587","30,787","34,385","40,944","25,793","27,156","27,478","14,938","23,877","12,916","21,810","11,136","12,683","6,642","1,825","3,581",1,195,0,0,0,0,2022-11-03 10:23:13
2022-10,7호선,2730,뚝섬유원지,22,1,"5,265",614,"9,452","4,207","21,775","6,402","30,163","12,713","21,264","10,768","12,583","9,071","10,876","10,032","11,031","12,827","11,543","15,464","11,758","16,888","14,053","20,055","17,289","23,447","20,061","27,458","22,246","34,634","17,166","23,881","16,932","15,901","17,048","14,596","12,956","12,169","6,196","5,906",692,"1,759",0,3,0,0,0,0,2022-11-03 10:23:13
2022-10,7호선,2731,청담,64,0,"2,481","3,861","6,682","26,587","11,034","57,497","15,483","147,110","14,057","96,228","13,093","37,535","16,103","24,891","19,405","22,264","21,363","25,118","24,013","21,881","31,573","19,205","41,340","20,054","65,370","22,301","110,128","22,741","52,723","14,335","31,811","9,217","28,750","8,798","22,552","6,497","6,350","3,898",759,"2,685",0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,7호선,2732,강남구청,31,1,"1,749","1,809","3,973","14,759","7,317","32,297","10,198","102,744","9,399","103,915","9,556","41,769","11,748","25,476","14,509","22,425","17,358","24,343","21,344","20,431","26,591","18,113","30,966","18,706","48,822","20,473","87,450","21,829","52,542","13,256","33,406","8,542","32,040","6,833","24,404","5,614","10,129","3,709","1,669","1,498",0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,7호선,2733,학동,7,0,"1,961","1,750","4,701","24,982","8,325","52,187","11,480","167,764","10,663","135,105","11,202","54,726","14,203","28,584","18,418","23,067","21,814","27,726","25,991","22,975","34,220","19,555","45,128","19,847","77,683","20,432","150,909","19,973","72,589","11,858","37,541","7,819","34,006","7,003","24,744","5,157","9,432","3,459","1,487","1,112",0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,7호선,2734,논현,21,2,"2,831","1,193","4,472","14,706","8,563","39,829","13,957","97,571","12,576","89,944","11,840","35,515","13,015","21,928","14,664","20,668","16,851","22,086","20,563","20,249","24,890","19,300","30,372","20,704","54,193","25,176","92,192","32,640","49,276","19,168","32,814","10,843","35,408","9,521","33,021","7,399","17,021","5,185","2,764","1,964",0,1,0,0,0,0,2022-11-03 10:23:13
2022-10,7호선,2735,반포,5,0,896,"1,476","2,819","10,492","8,031","12,521","11,836","20,254","8,506","16,600","6,884","9,787","7,037","9,789","8,259","9,942","9,034","9,646","9,555","8,961","11,280","9,127","18,238","9,251","17,050","10,160","17,671","12,278","11,734","7,545","9,548","4,880","10,379","4,008","7,039","3,931","2,400","2,361",319,557,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,7호선,2736,고속터미널,27,2,"1,107","2,459","2,957","20,324","11,363","33,847","18,967","49,948","23,916","36,097","24,170","29,682","27,979","26,658","27,079","24,194","28,568","27,650","30,432","24,320","36,638","21,011","41,289","21,933","53,948","23,691","51,991","25,048","36,450","16,142","39,638","9,584","35,089","8,759","27,132","5,263","9,890","3,089",853,582,0,3,0,0,0,0,2022-11-03 10:23:13
2022-10,7호선,2737,내방,3,0,"2,050","1,564","7,135","10,730","18,701","23,244","28,520","78,436","21,046","45,698","15,552","20,098","15,535","15,381","17,484","16,118","18,485","17,627","18,739","16,325","21,034","16,745","25,659","18,528","38,778","23,495","65,777","31,367","25,910","20,759","18,070","12,787","17,867","11,211","12,204","9,644","4,344","6,331",671,"2,959",0,171,0,0,0,0,2022-11-03 10:23:13
2022-10,7호선,2738,이수,68,0,"4,611","1,158","9,223","8,905","26,589","14,102","42,952","39,187","30,434","27,556","20,822","20,118","20,115","19,112","22,132","19,345","24,186","21,586","23,702","21,105","24,731","22,859","27,421","27,948","31,753","36,582","41,646","53,028","24,488","35,821","23,154","19,474","24,335","15,927","22,626","14,237","11,788","9,162","1,712","2,627",0,36,0,0,0,0,2022-11-03 10:23:13
2022-10,7호선,2739,남성,16,0,"6,383",864,"13,570","3,835","37,865","6,919","55,054","16,435","33,915","12,380","20,342","11,003","17,609","11,713","17,717","11,983","17,512","13,249","15,005","13,742","14,690","17,151","16,073","20,938","15,431","26,814","15,292","40,876","8,987","31,293","7,677","19,536","7,555","17,909","5,446","16,525","2,380","10,182",354,"3,029",0,1,0,0,0,0,2022-11-03 10:23:13
2022-10,7호선,2740,숭실대입구(살피재),12,0,"6,444",808,"12,707","3,936","36,719","8,825","49,450","28,222","31,499","22,235","21,741","32,832","21,319","21,794","20,896","18,606","22,704","22,859","23,923","21,002","23,149","20,252","32,271","24,857","30,603","31,229","23,538","46,851","15,319","34,644","13,602","22,302","13,295","20,277","12,005","19,433","5,783","14,099",925,"3,605",0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,7호선,2741,상도,9,0,"5,281","2,061","12,234","5,426","33,292","8,316","43,654","23,781","27,637","17,057","18,566","17,598","16,989","14,897","18,333","14,657","18,273","14,758","17,259","17,038","18,479","16,426","21,642","19,723","22,843","25,097","22,344","41,494","12,323","27,741","10,873","18,867","11,328","16,570","8,467","16,185","4,604","11,740",773,"2,829",0,1,0,0,0,0,2022-11-03 10:23:13
2022-10,7호선,2742,장승배기,13,0,"6,270","1,312","11,117","4,633","25,933","8,163","37,968","17,557","24,613","11,554","15,816","10,034","14,665","10,124","14,488","10,820","14,358","11,606","12,419","11,824","12,512","14,385","13,901","17,213","13,618","21,220","14,707","32,255","7,751","22,570","6,641","14,911","6,744","13,331","5,640","11,976","2,037","8,018",365,"2,686",0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,7호선,2743,신대방삼거리,29,1,"10,703",818,"18,420","4,839","51,488","9,523","74,786","18,115","44,394","15,285","25,805","12,798","22,536","13,183","23,588","14,635","21,313","16,621","18,788","18,132","18,297","21,683","20,831","27,248","19,868","36,238","20,266","59,507","12,024","45,247","10,093","27,744","8,724","26,646","7,076","22,166","3,402","14,867",499,"5,106",0,1,0,0,0,0,2022-11-03 10:23:13
2022-10,7호선,2744,보라매,15,0,"4,710",740,"6,968","3,481","18,043","9,789","26,349","25,308","16,672","10,829","10,530","8,824","10,545","8,163","11,103","9,343","10,526","9,137","10,275","9,068","10,797","10,281","13,221","12,270","14,618","16,865","19,865","24,834","8,845","19,146","7,825","11,527","7,142","10,591","5,437","9,411","2,250","6,063",320,"2,208",2,35,0,0,0,0,2022-11-03 10:23:13
2022-10,7호선,2745,신풍,162,0,"13,301","1,469","15,771","5,629","40,145","11,349","49,762","19,594","31,433","12,325","19,358","11,199","16,968","11,295","17,652","11,732","16,797","13,069","14,640","13,270","14,482","16,883","17,068","21,317","17,361","29,009","17,765","41,079","10,559","29,297","7,358","19,081","6,079","17,712","4,758","16,884","1,986","9,388",362,"3,146",2,328,0,0,0,0,2022-11-03 10:23:13
2022-10,7호선,2746,대림(구로구청),58,0,"12,298",952,"8,792","3,753","14,744","6,844","21,896","18,002","17,628","13,955","12,384","15,981","13,054","17,252","14,174","14,668","15,085","14,651","15,883","14,048","16,570","15,745","16,776","18,585","18,149","24,562","19,289","25,404","13,073","16,485","10,812","11,143","8,735","12,807","6,728","10,399","3,529","5,270",339,"1,063",0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,7호선,2747,남구로,64,4,"18,066","2,054","15,555","7,982","29,676","29,782","35,166","91,096","23,952","44,810","16,178","19,171","14,717","14,590","15,715","13,981","15,646","15,428","14,494","13,915","16,204","16,943","20,455","25,006","41,432","31,045","69,731","30,838","30,426","22,478","17,351","15,118","11,929","17,475","7,509","14,596","3,565","7,933",410,"1,759",0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,7호선,2748,가산디지털단지,750,2,"7,353","6,739","9,516","27,395","22,122","110,336","25,413","347,398","19,591","196,539","18,421","58,265","23,307","36,346","30,064","35,707","35,901","37,050","40,061","33,425","50,254","31,057","73,341","29,496","188,419","31,352","282,789","35,384","115,202","24,908","65,054","14,824","52,485","12,630","27,415","10,776","11,531","7,720","1,500","2,937",0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,7호선,2749,철산,37,0,"10,882","3,240","28,736","9,145","84,548","16,338","86,098","32,632","50,060","26,436","33,996","21,365","30,802","20,785","31,779","22,793","29,569","26,045","27,109","26,997","27,434","31,873","30,130","40,249","33,988","60,519","36,196","90,063","20,408","69,645","18,224","37,578","17,324","35,718","14,733","31,829","6,425","20,575",947,"5,610",0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,7호선,2750,광명사거리,188,2,"21,653","6,312","30,373","11,514","76,946","17,034","85,570","25,375","47,989","23,748","32,625","23,699","30,459","25,989","33,130","28,202","32,507","31,527","30,787","31,932","31,189","36,314","36,134","43,121","37,705","55,068","32,812","79,531","22,367","60,494","15,837","35,243","12,178","31,020","8,729","25,991","3,527","16,615",460,"4,201",0,11,0,0,0,0,2022-11-03 10:23:13
2022-10,7호선,2751,천왕,8,1,"8,366",896,"17,229","5,540","51,605","9,310","58,602","15,290","32,127","8,932","18,524","7,478","15,568","8,241","15,734","11,071","15,295","11,948","12,743","12,802","12,838","15,733","14,886","20,459","14,626","28,114","14,504","44,944","7,395","37,599","5,236","21,726","4,189","18,156","3,026","16,204","1,226","10,681",197,"2,761",0,104,0,0,0,0,2022-11-03 10:23:13
2022-10,7호선,2752,온수(성공회대입구),144,0,"7,346","1,021","16,515","3,755","46,022","10,301","51,845","18,901","24,106","15,533","13,951","8,206","12,702","8,103","13,597","9,390","12,273","11,030","11,362","10,035","12,399","12,012","18,004","15,088","17,048","22,427","14,052","38,350","6,494","29,628","5,093","18,139","4,529","15,658","3,610","13,889","1,555","9,161",275,"4,832",0,926,0,0,0,0,2022-11-03 10:23:13
2022-10,7호선,2753,까치울,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,7호선,2754,부천종합운동장,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-11-03 10:23:13
2022-10,7호선,2755,춘의,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-11-03 10:23:13
